"","switch","type","value","optimise","random","lower","upper","parscale"
"ghl_female_imm.init.sd.6","ghl_female_imm.init.sd.6","",4.20944228527086,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.7","ghl_female_imm.init.sd.7","",4.43870638923983,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.8","ghl_female_imm.init.sd.8","",4.59969123899434,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.9","ghl_female_imm.init.sd.9","",4.71235403054703,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.10","ghl_female_imm.init.sd.10","",4.79374973700395,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.11","ghl_female_imm.init.sd.11","",4.85161588615306,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.12","ghl_female_imm.init.sd.12","",4.88828543934271,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.13","ghl_female_imm.init.sd.13","",4.9072098117294,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.14","ghl_female_imm.init.sd.14","",4.91472703428486,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.15","ghl_female_imm.init.sd.15","",4.91728266117648,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.16","ghl_female_imm.init.sd.16","",4.91909359140532,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.17","ghl_female_imm.init.sd.17","",4.92172680419504,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.18","ghl_female_imm.init.sd.18","",4.92442472257724,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.19","ghl_female_imm.init.sd.19","",4.92516811983888,FALSE,FALSE,0,20,20
"ghl_female_imm.init.sd.20","ghl_female_imm.init.sd.20","",4.92160672609046,FALSE,FALSE,0,20,20
"ghl_female.walpha","ghl_female.walpha","",1.8267e-06,FALSE,FALSE,1e-10,1,0.9999999999
"ghl_female.wbeta","ghl_female.wbeta","",3.4074,FALSE,FALSE,2,4,2
"ghl_female_mat.M","ghl_female_mat.M","",0.1,FALSE,FALSE,0.001,0.4,0.399
"ghl_female_mat.init.sd.3","ghl_female_mat.init.sd.3","",2.07412939169095,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.4","ghl_female_mat.init.sd.4","",3.49432345731445,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.5","ghl_female_mat.init.sd.5","",3.96481265201241,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.6","ghl_female_mat.init.sd.6","",4.29079712428533,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.7","ghl_female_mat.init.sd.7","",4.52277262063024,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.8","ghl_female_mat.init.sd.8","",4.68445817130455,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.9","ghl_female_mat.init.sd.9","",4.80017765979547,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.10","ghl_female_mat.init.sd.10","",4.88326837094802,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.11","ghl_female_mat.init.sd.11","",4.93854221333621,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.12","ghl_female_mat.init.sd.12","",4.97125833747144,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.13","ghl_female_mat.init.sd.13","",4.98953020781811,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.14","ghl_female_mat.init.sd.14","",5.00122665660579,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.15","ghl_female_mat.init.sd.15","",5.01089411834845,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.16","ghl_female_mat.init.sd.16","",5.01954508897051,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.17","ghl_female_mat.init.sd.17","",5.02602305603972,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.18","ghl_female_mat.init.sd.18","",5.02816936671587,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.19","ghl_female_mat.init.sd.19","",5.02395419246902,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.20","ghl_female_mat.init.sd.20","",5.01198735840751,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.21","ghl_female_mat.init.sd.21","",5.10499158000096,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.22","ghl_female_mat.init.sd.22","",5.06455075189956,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.23","ghl_female_mat.init.sd.23","",5.01641498850608,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.24","ghl_female_mat.init.sd.24","",4.96179052131137,FALSE,FALSE,0,20,20
"ghl_female_mat.init.sd.25","ghl_female_mat.init.sd.25","",5.48922452096537,FALSE,FALSE,0,20,20
"ghl_male_imm.M","ghl_male_imm.M","",0.16,FALSE,FALSE,0.001,0.4,0.399
"ghl_male.init.F_exp","ghl_male.init.F_exp","",-0.651099795489275,TRUE,FALSE,-2.30258509299405,-0.22314355131421,2.07944154167984
"ghl_male.mat_initial_alpha","ghl_male.mat_initial_alpha","",0.558942783833304,TRUE,FALSE,0.001,3,2.999
"ghl_male.mat_initial_a50","ghl_male.mat_initial_a50","",5.64,FALSE,FALSE,3,25,22
"ghl_male.Linf","ghl_male.Linf","",53.499350947318,TRUE,FALSE,40,100,60
"ghl_male.K","ghl_male.K","",235.95466468784,TRUE,FALSE,20,500,480
"ghl_male_imm.init.sd.1","ghl_male_imm.init.sd.1","",1.45616202212732,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.2","ghl_male_imm.init.sd.2","",2.01608470694353,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.3","ghl_male_imm.init.sd.3","",2.91605643299769,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.4","ghl_male_imm.init.sd.4","",3.30780584871398,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.5","ghl_male_imm.init.sd.5","",3.48501049147798,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.6","ghl_male_imm.init.sd.6","",3.54336671646911,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.7","ghl_male_imm.init.sd.7","",3.52907756564784,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.8","ghl_male_imm.init.sd.8","",3.46764831784,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.9","ghl_male_imm.init.sd.9","",3.37519446460543,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.10","ghl_male_imm.init.sd.10","",3.26205091807416,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.11","ghl_male_imm.init.sd.11","",3.13479113958868,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.12","ghl_male_imm.init.sd.12","",2.99809074503265,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.13","ghl_male_imm.init.sd.13","",2.85588332128783,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.14","ghl_male_imm.init.sd.14","",2.71147283878171,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.15","ghl_male_imm.init.sd.15","",2.56739309094679,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.16","ghl_male_imm.init.sd.16","",2.42523716033935,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.17","ghl_male_imm.init.sd.17","",2.28583457319657,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.18","ghl_male_imm.init.sd.18","",2.14958343525707,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.19","ghl_male_imm.init.sd.19","",2.01682199174251,FALSE,FALSE,0,20,20
"ghl_male_imm.init.sd.20","ghl_male_imm.init.sd.20","",1.88813330022237,FALSE,FALSE,0,20,20
"ghl_male.walpha","ghl_male.walpha","",6.1549e-06,FALSE,FALSE,1e-10,1,0.9999999999
"ghl_male.wbeta","ghl_male.wbeta","",3.09421,FALSE,FALSE,2,4,2
"ghl_male_mat.M","ghl_male_mat.M","",0.16,FALSE,FALSE,0.001,0.4,0.399
"ghl_male_mat.init.sd.3","ghl_male_mat.init.sd.3","",1.58400387665394,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.4","ghl_male_mat.init.sd.4","",3.31486242497205,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.5","ghl_male_mat.init.sd.5","",3.51589493432337,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.6","ghl_male_mat.init.sd.6","",3.57879284142498,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.7","ghl_male_mat.init.sd.7","",3.55952256040297,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.8","ghl_male_mat.init.sd.8","",3.4879608294837,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.9","ghl_male_mat.init.sd.9","",3.38300263624157,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.10","ghl_male_mat.init.sd.10","",3.25659942477234,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.11","ghl_male_mat.init.sd.11","",3.11658281961795,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.12","ghl_male_mat.init.sd.12","",2.9688050370709,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.13","ghl_male_mat.init.sd.13","",2.81816714638336,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.14","ghl_male_mat.init.sd.14","",2.66873633235348,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.15","ghl_male_mat.init.sd.15","",2.5238108757255,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.16","ghl_male_mat.init.sd.16","",2.3858729086149,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.17","ghl_male_mat.init.sd.17","",2.25665769427709,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.18","ghl_male_mat.init.sd.18","",2.13726263317875,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.19","ghl_male_mat.init.sd.19","",2.02827139210488,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.20","ghl_male_mat.init.sd.20","",1.92986998429178,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.21","ghl_male_mat.init.sd.21","",1.84862260001698,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.22","ghl_male_mat.init.sd.22","",1.76975135442214,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.23","ghl_male_mat.init.sd.23","",1.70016417218357,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.24","ghl_male_mat.init.sd.24","",1.63904508130547,FALSE,FALSE,0,20,20
"ghl_male_mat.init.sd.25","ghl_male_mat.init.sd.25","",1.54113518210961,FALSE,FALSE,0,20,20
"ghl_female.ecos.survey.alpha","ghl_female.ecos.survey.alpha","",0.999971055052285,TRUE,FALSE,0.01,1,0.99
"ghl_female.ecos.survey.l50","ghl_female.ecos.survey.l50","",10.0002998091042,TRUE,FALSE,10,80,70
"ghl_male.ecos.survey.alpha","ghl_male.ecos.survey.alpha","",0.999991140085719,TRUE,FALSE,0.01,1,0.99
"ghl_male.ecos.survey.l50","ghl_male.ecos.survey.l50","",10.0003054527699,TRUE,FALSE,10,80,70
"ghl_female.eggan.survey.alpha","ghl_female.eggan.survey.alpha","",0.455601355287302,TRUE,FALSE,0.01,1,0.99
"ghl_female.eggan.survey.l50","ghl_female.eggan.survey.l50","",40.4669227615781,TRUE,FALSE,10,80,70
"ghl_male.eggan.survey.alpha","ghl_male.eggan.survey.alpha","",0.488481020681438,TRUE,FALSE,0.01,1,0.99
"ghl_male.eggan.survey.l50","ghl_male.eggan.survey.l50","",39.7183897302751,TRUE,FALSE,10,80,70
"ghl_female.other.alpha","ghl_female.other.alpha","",0.241182954017954,TRUE,FALSE,0.01,1,0.99
"ghl_female.other.l50","ghl_female.other.l50","",61.1192585843385,TRUE,FALSE,10,80,70
"ghl_male.other.alpha","ghl_male.other.alpha","",0.248123131556911,TRUE,FALSE,0.01,1,0.99
"ghl_male.other.l50","ghl_male.other.l50","",60.1276487722483,TRUE,FALSE,10,80,70
"ghl_female.russians.survey.alpha","ghl_female.russians.survey.alpha","",0.999877972767217,TRUE,FALSE,0.01,1,0.99
"ghl_female.russians.survey.l50","ghl_female.russians.survey.l50","",42.9231531037312,TRUE,FALSE,10,80,70
"ghl_male.russians.survey.alpha","ghl_male.russians.survey.alpha","",0.544553355370616,TRUE,FALSE,0.01,1,0.99
"ghl_male.russians.survey.l50","ghl_male.russians.survey.l50","",36.2180716182187,TRUE,FALSE,10,80,70
"ghl_female.trawlnor.alpha","ghl_female.trawlnor.alpha","",0.503672409515679,TRUE,FALSE,0.01,1,0.99
"ghl_female.trawlnor.l50","ghl_female.trawlnor.l50","",43.615327321841,TRUE,FALSE,10,80,70
"ghl_male.trawlnor.alpha","ghl_male.trawlnor.alpha","",0.349130473041409,TRUE,FALSE,0.01,1,0.99
"ghl_male.trawlnor.l50","ghl_male.trawlnor.l50","",55.3272727417651,TRUE,FALSE,10,80,70
"ghl_female.trawlrus.alpha","ghl_female.trawlrus.alpha","",0.397186355467491,TRUE,FALSE,0.01,1,0.99
"ghl_female.trawlrus.l50","ghl_female.trawlrus.l50","",45.6356708330033,TRUE,FALSE,10,80,70
"ghl_male.trawlrus.alpha","ghl_male.trawlrus.alpha","",0.414213783952066,TRUE,FALSE,0.01,1,0.99
"ghl_male.trawlrus.l50","ghl_male.trawlrus.l50","",45.1481477491767,TRUE,FALSE,10,80,70
"ghl_female.winters.survey.alpha","ghl_female.winters.survey.alpha","",0.303385355858941,TRUE,FALSE,0.01,1,0.99
"ghl_female.winters.survey.l50","ghl_female.winters.survey.l50","",36.4058913204853,TRUE,FALSE,10,80,70
"ghl_male.winters.survey.alpha","ghl_male.winters.survey.alpha","",0.289545290736658,TRUE,FALSE,0.01,1,0.99
"ghl_male.winters.survey.l50","ghl_male.winters.survey.l50","",44.9245675932425,TRUE,FALSE,10,80,70
"ghl_female.bbin","ghl_female.bbin","",5.46301956072344,TRUE,FALSE,1e-08,10,9.99999999
"ghl_female.mat_alpha","ghl_female.mat_alpha","",124.203125991304,TRUE,FALSE,10,300,290
"ghl_female.mat_l50","ghl_female.mat_l50","",59.1196737768209,TRUE,FALSE,46.0046025,76.6743375,30.669735
"ghl_male.bbin","ghl_male.bbin","",0.0721657892798965,TRUE,FALSE,1e-08,10,9.99999999
"ghl_male.mat_alpha","ghl_male.mat_alpha","",70.4379810427725,TRUE,FALSE,10,300,290
"ghl_male.mat_l50","ghl_male.mat_l50","",32.7228183286468,TRUE,FALSE,32.72211,54.53685,21.81474
"ghl.rec.scalar","ghl.rec.scalar","",1.02346811032858,TRUE,FALSE,1,100,99
"ghl.rec.1980","ghl.rec.1980","",0,FALSE,FALSE,0,100,100
"ghl.rec.1981","ghl.rec.1981","",4086.65959705014,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1982","ghl.rec.1982","",2223.1913881803,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1983","ghl.rec.1983","",2054.11653325103,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1984","ghl.rec.1984","",865.971758949461,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1985","ghl.rec.1985","",2033.44858234896,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1986","ghl.rec.1986","",3221.56282143455,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1987","ghl.rec.1987","",2641.96322175327,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1988","ghl.rec.1988","",2881.53216951843,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1989","ghl.rec.1989","",3175.4892754613,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1990","ghl.rec.1990","",2486.90927546689,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1991","ghl.rec.1991","",2408.02000612113,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1992","ghl.rec.1992","",2449.26619629613,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1993","ghl.rec.1993","",2837.32619931018,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1994","ghl.rec.1994","",2828.89579603827,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1995","ghl.rec.1995","",2652.39815521793,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1996","ghl.rec.1996","",1518.43129263687,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1997","ghl.rec.1997","",2377.89789816872,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1998","ghl.rec.1998","",2479.7998351992,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.1999","ghl.rec.1999","",2750.98926963725,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2000","ghl.rec.2000","",2863.689522748,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2001","ghl.rec.2001","",3504.11106741436,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2002","ghl.rec.2002","",3782.86306607573,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2003","ghl.rec.2003","",4063.0805530602,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2004","ghl.rec.2004","",4572.0905799463,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2005","ghl.rec.2005","",3346.18777307714,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2006","ghl.rec.2006","",3510.16066991988,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2007","ghl.rec.2007","",2447.82294365994,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2008","ghl.rec.2008","",2286.23146971966,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2009","ghl.rec.2009","",1565.10406064053,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2010","ghl.rec.2010","",2197.66444839978,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2011","ghl.rec.2011","",1595.01039730347,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2012","ghl.rec.2012","",1780.66603600907,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2013","ghl.rec.2013","",1346.72081847402,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2014","ghl.rec.2014","",2030.41425560627,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2015","ghl.rec.2015","",1983.91093727666,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2016","ghl.rec.2016","",1909.28010030669,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2017","ghl.rec.2017","",1872.67514328907,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2018","ghl.rec.2018","",9859.81071221801,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2019","ghl.rec.2019","",1739.10434154745,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2020","ghl.rec.2020","",731.823831025493,TRUE,FALSE,0.1,1e+05,99999.9
"ghl.rec.2021","ghl.rec.2021","",1,FALSE,FALSE,0,100,100
"ghl.rec.sd","ghl.rec.sd","",2,FALSE,FALSE,1,8,7
"adist_surveyindices_log_EcoS_SI_weight","adist_surveyindices_log_EcoS_SI_weight","",78.2011681117804,FALSE,FALSE,NA,NA,NA
"adist_surveyindices_log_EggaN_SI_female_weight","adist_surveyindices_log_EggaN_SI_female_weight","",23.969046622732,FALSE,FALSE,NA,NA,NA
"adist_surveyindices_log_EggaN_SI_male_weight","adist_surveyindices_log_EggaN_SI_male_weight","",260.48848625318,FALSE,FALSE,NA,NA,NA
"adist_surveyindices_log_Juv_SI_1_weight","adist_surveyindices_log_Juv_SI_1_weight","",15.0699992737922,FALSE,FALSE,NA,NA,NA
"adist_surveyindices_log_Juv_SI_2_weight","adist_surveyindices_log_Juv_SI_2_weight","",17.8256251724289,FALSE,FALSE,NA,NA,NA
"adist_surveyindices_log_Rus_CPUE_SI_weight","adist_surveyindices_log_Rus_CPUE_SI_weight","",279.65693283859,FALSE,FALSE,NA,NA,NA
"adist_surveyindices_log_RussianS_SI_weight","adist_surveyindices_log_RussianS_SI_weight","",45.1831428403102,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EcoS_aldist_weight","cdist_sumofsquares_EcoS_aldist_weight","",30.6856288572629,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EcoS_ldist_weight","cdist_sumofsquares_EcoS_ldist_weight","",2263.69691421627,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EcoS_sexdist_weight","cdist_sumofsquares_EcoS_sexdist_weight","",29.6723278267856,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaN_aldist_female_weight","cdist_sumofsquares_EggaN_aldist_female_weight","",55.9845243874775,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaN_aldist_male_weight","cdist_sumofsquares_EggaN_aldist_male_weight","",77.6749016398856,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaN_ldist_weight","cdist_sumofsquares_EggaN_ldist_weight","",7985.49599788928,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaN_matp_weight","cdist_sumofsquares_EggaN_matp_weight","",172.366069695966,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaS_aldist_weight","cdist_sumofsquares_EggaS_aldist_weight","",66.0122194960897,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaS_ldist_weight","cdist_sumofsquares_EggaS_ldist_weight","",3018.90390046294,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_EggaS_matp_weight","cdist_sumofsquares_EggaS_matp_weight","",91.444651700487,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_OtherNor_aldist_weight","cdist_sumofsquares_OtherNor_aldist_weight","",158.962402324152,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_OtherNor_ldist_weight","cdist_sumofsquares_OtherNor_ldist_weight","",7591.3609381852,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_OtherNor_sexdist_weight","cdist_sumofsquares_OtherNor_sexdist_weight","",5.46441840545857,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_OtherRus_ldist_weight","cdist_sumofsquares_OtherRus_ldist_weight","",15026.0797815998,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_OtherRus_sexdist_weight","cdist_sumofsquares_OtherRus_sexdist_weight","",5.61295381360319,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_RussianS_ldist_weight","cdist_sumofsquares_RussianS_ldist_weight","",2591.61211037088,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_TrawlNor_ldist_weight","cdist_sumofsquares_TrawlNor_ldist_weight","",1821.73140738758,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_TrawlNor_sexdist_weight","cdist_sumofsquares_TrawlNor_sexdist_weight","",6.30392987188894,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_TrawlRus_ldist_weight","cdist_sumofsquares_TrawlRus_ldist_weight","",10702.3776171802,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_TrawlRus_sexdist_weight","cdist_sumofsquares_TrawlRus_sexdist_weight","",6.05757826064692,FALSE,FALSE,NA,NA,NA
"cdist_sumofsquares_WinterS_ldist_weight","cdist_sumofsquares_WinterS_ldist_weight","",2311.4316696328,FALSE,FALSE,NA,NA,NA
"project_years","project_years","",0,FALSE,FALSE,NA,NA,NA
